time,likes,comments,reactions,reaction_count,image,video,link,text,shares,post_url,topic,processed_text,engagement
2023-11-26 21:15:00,2500,175,"{'like': 2500, 'love': 453, 'care': 18, 'haha':2, 'wow': 29,'sad':1,'angry':1}",3000,https://scontent.fhan14-4.fna.fbcdn.net/v/t39.30808-6/404671332_896385718525526_7445082065366036712_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&efg=eyJpIjoidCJ9&_nc_ohc=dJEWXCnhX5oAX-UcHMJ&tn=zl8CM8dkYkrsNiwA&_nc_ht=scontent.,,,"Crowning a Granada hill, the Alhambra embodies the architectural golden age of Muslim rule on the Iberian Peninsula. Here's the history behind this enigmatic fortress. ",290,https://facebook.com/natgeo/posts/897234058440692,History & Culture,crown granada hill alhambra embodi architectur golden age muslim rule iberian peninsula histori behind enigmat fortress,3465
2023-11-26 18:15:00,321,3,"{'like': 321, 'love': 15, 'care': 2, 'haha':1, 'wow': 8,'sad':0,'angry':0}",347,,,https://www.nationalgeographic.com/travel/article/jonathan-stokes-distilling-marseilles-past-present-and-future,"Photographer Jonathan Stokes spent days getting just the right light for this mirrored shot of the Cathédrale Sainte-Marie-Majeure. ~ NATIONALGEOGRAPHIC.COM How i got the shot:Jonathan Stokes on distilling Marseille's past, present and future",10,https://facebook.com/natgeo/posts/897234058440692,Travel,photograph jonathan stoke spent day get right light mirror shot cathédral got shot jonathan stoke distil marseil past present futur,360
2023-11-26 12:15:00,335,53,"{'like': 335, 'love': 10, 'care': 2, 'haha':5, 'wow': 9,'sad':1,'angry':0}",362,,,https://www.nationalgeographic.com/science/article/hiccups-why-how-to-get-rid-of-them-fish-ancestors,"After millions of years, tens of thousands of years of human problem-solving, and decades of modern medicine, the origin and purpose of hiccups are still largely opaque. ~ NATIONALGEOGRAPHIC.COM Why do we hiccup--and is there a better way to get rid of them?",26,https://facebook.com/natgeo/posts/897234058440692,Science,million year ten thousand year human decad modern medicin origin purpos hiccup still larg opaqu hiccup better way get rid,441
2023-11-26 09:15:00,690,4,"{'like': 690, 'love': 15, 'care': 3, 'haha':0, 'wow': 6,'sad':1,'angry':0}",715,,,https://www.nationalgeographic.com/travel/article/rail-adventure-in-kyushu-onsen-homestays-japan-sugar-road,"Kyushu's trading heritage helped shape Japan. Today, a new rail link from Tokyo makes it easier to explore this lush island. ~ NATIONALGEOGRAPHIC.COM A rail adventure in kyushu: onsen, homestays and sweet treats along Japan's Sugar Road",21,https://facebook.com/natgeo/posts/897234058440692,Travel,kyushu trade heritag help shape japan today new rail link tokyo make easier explor lush island rail adventur kyushu onsen homestay sweet treat along japan sugar road,740
2023-11-26 06:15:00,164000,2300,"{'like': 164000, 'love': 4900, 'care': 593, 'haha':568, 'wow': 2100,'sad':356,'angry':197}",192000,,https://scontent.fhan14-2.fna.fbcdn.net/v/t42.1790-2/405274195_314640558181314_8816362127736519239_n.mp4?_nc_cat=106&ccb=1-7&_nc_sid=55d0d3&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=m4lrTHTeKtUAX_MkT3Y&_nc_rml=0&_nc_ht=scontent.fhan14-2.fna&oh=00_ ,,"Known as the heaviest snake in the world, the green anaconda can weigh up to 300 pounds.",7000,https://facebook.com/natgeo/posts/897234058440692,Animals,known heaviest snake world green anaconda weigh pound,201300
2023-11-26 03:15:00,265,4,"{'like': 265, 'love': 9, 'care': 2, 'haha':3, 'wow': 2,'sad':0,'angry':0}",281,,,https://www.nationalgeographic.com/photography/article/how-to-portrait-photography,Celeste Sloman has taken pictures of celebrities and politicians for everything from ad campaigns to magazines. Here are her tips for getting the best shot. ~ NATIONALGEOGRAPHIC.COM How to take perfect portrait photos,6,https://facebook.com/natgeo/posts/897234058440692,Photography,celest sloman taken pictur celebr politician everyth ad campaign magazin tip get best shot take perfect portrait photo,291
2023-11-26 00:15:00,4200,88,"{'like': 4200, 'love': 634, 'care': 29, 'haha':0, 'wow': 65,'sad':0,'angry':0}",4900,https://scontent.fhan14-4.fna.fbcdn.net/v/t39.30808-6/404671332_896385718525526_7445082065366036712_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&efg=eyJpIjoidCJ9&_nc_ohc=dJEWXCnhX5oAX-UcHMJ&tn=zl8CM8dkYkrsNiwA&_nc_ht=scontent.,,,Elevated view of surf breaking on the coral reef that rings Bora-Bora in French Polynesia.,319,https://facebook.com/natgeo/posts/897234058440692,Environment,elev view surf break coral reef ring french polynesia,5307
2023-11-25 21:15:00,586,10,"{'like': 643 , 'love': 50, 'care': 1, 'haha':2, 'wow': 4,'sad':0,'angry':0}",643,,,https://www.nationalgeographic.com/travel/article/best-christmas-markets-uk,"From an intimate fair in an Edinburgh sculpture garden to Stratford-upon-Avon's Victorian-themed extravaganza, these are the very best spots to eat, drink and be merry in the UK. ~ NATIONALGEOGRAPHIC.COM 11 of the best Christmas markets in the UK",20,https://facebook.com/natgeo/posts/897234058440692,Travel,intim fair edinburgh sculptur garden extravaganza best spot eat drink merri uk best christma market uk,673
2023-11-25 18:15:00,926,16,"{'like': 927, 'love': 71, 'care': 4, 'haha':0, 'wow': 10,'sad':1,'angry':0}",1000,,,https://www.nationalgeographic.com/science/article/what-is-amber-fossils-science,"For many thousands of years, the fossilized tree resin known as amber has entranced jewelry makers and inspired the scientific imagination.~NATIONALGEOGRAPIC.COM How amber creates exquisite fossils",49,https://facebook.com/natgeo/posts/897234058440692,Science,mani thousand year fossil tree resin known amber entranc jewelri maker inspir scientif amber creat exquisit fossil,1065
2023-11-25 12:15:00,583,18,"{'like': 584, 'love': 18, 'care': 2, 'haha':0, 'wow': 2,'sad':2,'angry':0}",607,,,https://www.nationalgeographic.com/travel/article/how-to-explore-queens-nyc,"Queens-a borough of two-million-plus people-is among the most ethnically diverse swathes of land in North America.~NATIONALGEOGRAPHIC.COM Czech beer, Himalayan cultural festivals and sari shops: how to explore NYC's most diverse borough",20,https://facebook.com/natgeo/posts/897234058440692,Travel,borough among ethnic divers swath land north czech beer himalayan cultur festiv sari shop explor nyc divers borough,645
2023-11-25 09:15:00,1000,18,"{'like': 1000, 'love': 107, 'care': 5, 'haha':4, 'wow': 8,'sad':0,'angry':1}",1200,,,https://www.nationalgeographic.com/travel/article/first-nations-women-tour-operators-challenging-stereotypes-in-canada,Most people have a desire to connect to the land in this way. They're seekers. They just don't know it.~NATIONALGEOGRAPHIC.COM These indigenous women are reshaping Canada's tourism industry,51,https://facebook.com/natgeo/posts/897234058440692,Travel,peopl desir connect land way seeker know indigen women reshap canada tourism industri,1269
2023-11-25 06:15:00,8500,174,"{'like': 8500, 'love': 2600, 'care': 280, 'haha':4, 'wow': 37,'sad':13,'angry':1}",11000,,https://scontent.fhan14-2.fna.fbcdn.net/v/t42.1790-2/405274195_314640558181314_8816362127736519239_n.mp4?_nc_cat=106&ccb=1-7&_nc_sid=55d0d3&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=m4lrTHTeKtUAX_MkT3Y&_nc_rml=0&_nc_ht=scontent.fhan14-2.fna&oh=00_ ,,This incredible footage reveals the secret lives of a mountain lion family.,721,https://facebook.com/natgeo/posts/897234058440692,Animals,incred footag reveal secret live mountain lion famili,11895
2023-11-25 03:15:00,5400,84,"{'like': 5400, 'love': 1100, 'care': 38, 'haha':2, 'wow': 618,'sad':2,'angry':0}",7200,https://scontent.fhan14-4.fna.fbcdn.net/v/t39.30808-6/404671332_896385718525526_7445082065366036712_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&efg=eyJpIjoidCJ9&_nc_ohc=dJEWXCnhX5oAX-UcHMJ&tn=zl8CM8dkYkrsNiwA&_nc_ht=scontent.,,,"With over 2 million submissions from over 165 photographers, here are National Geographic's 2023 Pictures of the Year. #NatGeoPOY23  ",764,https://facebook.com/natgeo/posts/897234058440692,Photography,million submiss photograph nation geograph pictur year,8048
2023-11-25 00:15:00,2900,42,"{'like': 2900, 'love': 493, 'care': 13, 'haha':1, 'wow': 17,'sad':0,'angry':1}",3500,https://scontent.fhan14-4.fna.fbcdn.net/v/t39.30808-6/404671332_896385718525526_7445082065366036712_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&efg=eyJpIjoidCJ9&_nc_ohc=dJEWXCnhX5oAX-UcHMJ&tn=zl8CM8dkYkrsNiwA&_nc_ht=scontent.,,,Brilliant autumn maple leaves in Vermont's Northeast Kingdom.,178,https://facebook.com/natgeo/posts/897234058440692,History & Culture,brilliant autumn mapl leav vermont northeast kingdom,3720
2023-11-24 21:15:00,639,5,"{'like': 639, 'love': 56, 'care': 4, 'haha':0, 'wow': 5,'sad':0,'angry':0}",704,,,https://www.nationalgeographic.com/travel/article/how-visit-ohio-first-world-heritage-site-hopewell-mounds,"Eight sites in central and southern Ohio comprise the Hopewell Ceremonial Earthworks, sprawling embankments built by Indigenous tribes. The structures are among the largest geometrically shaped earthworks on the planet.~NATIONALGEOGRAPHIC.COM inside the secret world of the Hopewell Mounds-our newst World Heritage site",40,https://facebook.com/natgeo/posts/897234058440692,Travel,eight site central southern ohio compris hopewel ceremoni earthwork sprawl embank built indigen tribe structur among largest geometr shape earthwork insid secret world hopewel newst world heritag site,749
2023-11-24 18:15:00,578,5,"{'like': 578, 'love': 67, 'care': 8, 'haha':0, 'wow': 0,'sad':0,'angry':0}",653,,,https://www.nationalgeographic.com/travel/article/how-maasai-communities-are-empowering-women-in-kenya,The latest generation of Maasai are gradually changing the face of modern safari - with greater empowerment for female guides and local communities as a whole.,19,https://facebook.com/natgeo/posts/897234058440692,Travel,latest gener maasai gradual chang face modern safari greater empower femal guid local commun whole,677
2023-11-24 12:15:00,1300,71,"{'like': 1300, 'love': 99, 'care': 100, 'haha':10, 'wow': 17,'sad':18,'angry':3}",1500,,,https://www.nationalgeographic.com/environment/article/light-pollution-how-to-help-wildlife,"The day to night cycle is an essential part of nature, telling animals when to emerge to hunt, forage, migrate, and mate. When artificial light disrupts those natural light cues, wildlife from bugs to birds, and even plants, are seriously impacted.~NATIONALGEOGRAPHIC.COM Want to help wildlife? Turn off your lights",230,https://facebook.com/natgeo/posts/897234058440692,Environment,day night cycl essenti part natur tell anim emerg hunt forag migrat mate artifici light disrupt natur light cue wildlif bug bird even plant serious want help wildlif turn light,1801
2023-11-24 09:15:00,1100,144,"{'like': 1100, 'love': 17, 'care': 9, 'haha':17, 'wow': 8,'sad':1,'angry':2}",1100,,,https://www.nationalgeographic.com/premium/article/400-years-on-pilgrims-get-reality-check,"400 years later, this Massachusetts town is grappling with the real history of the colony and its relationship with Native Americans.~NATIONALGEOGRAPHIC.COM The Pilgrims landed on PLymouth Rock in 1620. Centuries later, the true story is beign told",122,https://facebook.com/natgeo/posts/897234058440692,History & Culture,year later massachusett town grappl real histori coloni relationship nativ pilgrim land plymouth rock centuri later true stori beign told,1366
2023-11-24 06:15:00,4600,72,"{'like': 4600, 'love': 590, 'care': 322, 'haha':4, 'wow': 25,'sad':1,'angry':1}",5500,,https://scontent.fhan14-2.fna.fbcdn.net/v/t42.1790-2/405274195_314640558181314_8816362127736519239_n.mp4?_nc_cat=106&ccb=1-7&_nc_sid=55d0d3&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=m4lrTHTeKtUAX_MkT3Y&_nc_rml=0&_nc_ht=scontent.fhan14-2.fna&oh=00_ ,,Discover the beautiful but deadly world of carnivorous plants.,582,https://facebook.com/natgeo/posts/897234058440692,Environment,discov beauti deadli world carnivor plant,6154
2023-11-24 03:15:00,325,11,"{'like': 324, 'love': 15, 'care': 4, 'haha':6, 'wow': 1,'sad':0,'angry':1}",2500,,,,"Known as the Cursed Amethyst, this jewel inspired the plot of Anthony Doerr’s bestselling novel, “All The Light We Cannot See.” But was the sapphire really cursed? 
https://on.natgeo.com/3uzdyKF",15,https://facebook.com/natgeo/posts/897234058440692,History & Culture,known curs amethyst jewel inspir plot anthoni doerr bestsel novel light sapphir realli curs http,2526
2023-11-24 00:00:15,2200,64,"{'like': 2200, 'love': 241, 'care': 21, 'haha':3, 'wow': 6,'sad':1,'angry':3}",2500,,,,"Happy Thanksgiving! Enjoy this image from our archives of a wild turkey (Meleagris gallopavo), partially obscured by tall grass in Aransas National Wildlife Refuge, Texas.",106,https://facebook.com/natgeo/posts/897234058440692,Animals,happi thanksgiv enjoy imag archiv wild turkey meleagri gallopavo partial obscur tall grass aransa nation wildlif refug texa,2670
2023-11-23 21:15:00,481,21,"{'like': 481, 'love': 11, 'care': 2, 'haha':1, 'wow': 4,'sad':2,'angry':0}",502,,,https://www.nationalgeographic.com/culture/article/turkeys-thanksgiving-facts-holiday-tradition-history,"There's more to turkeys than you thought. Here are some fun facts you can bring to the Thanksgiving dinner table.

NATIONALGEOGRAPHIC.COM
Thanksgiving table talk: Turkeys can swim and other fun facts There's much more to America's holiday bird than white and dark meat",16,https://facebook.com/natgeo/posts/897234058440692,Animals,turkey thought fun fact bring thanksgiv dinner tabl thanksgiv tabl talk turkey swim fun fact much america holiday bird white dark meat,539
2023-11-23 18:15:03,120,1,"{'like': 120, 'love': 6, 'care': 2}",128,,,https://on.natgeo.com/49PknIj?fbclid=IwAR2Os65U-sbGv30L_tTBzyKyMgUF2nZkkWybs3F0Fic4dlxBROZqv7LmOPM,"At his restaurants, this chef uses native, Ecuadorian ingredients grown in rewilded forests or sourced from indigenous communities across the country.

NATIONALGEOGRAPHIC.COM
Meet Rodrigo Pacheco, the Ecuadorian chef shining a light on native ingredients",8,https://facebook.com/natgeo/posts/897234058440692,Travel,restaur chef use nativ ecuadorian ingredi grown rewild forest sourc indigen commun across countri meet rodrigo pacheco ecuadorian chef shine light nativ ingredi,137
2023-11-23 12:15:04,313,7,"{'like': 313, 'love': 25, 'wow': 11, 'sad': 1}",350,,,https://on.natgeo.com/3RaBBIK?fbclid=IwAR0rpn_zzPHdlc7__RDuJ_LHhv3SK2ufcA8n12L1KLK6G_kIbT_PEYZ7Br8,"They’re spore-sprouting, rainbow-hued marvels—neither plant nor animal—and full of fascinating surprises.

NATIONALGEOGRAPHIC.COM
Behold the surreal magic and mystery of slime molds",10,https://facebook.com/natgeo/posts/897118058452292,Environment,plant full fascin surpris behold surreal magic mysteri slime mold,367
2023-11-23 09:15:05,252,0,"{'like': 252, 'love': 15, 'wow': 1, 'care': 2}",270,,,https://on.natgeo.com/46rUrzx?fbclid=IwAR0sBUDmCzWVVjYbEWzjIU9maz55_wmFzQNvxouhf9WPJEcUeOMWY7kSA-4,"History and culture abound in this green and pleasant medieval city.

NATIONALGEOGRAPHIC.COM
6 unmissable cultural attractions in Cambridge",5,https://facebook.com/natgeo/posts/897061408457957,Travel,histori cultur abound green pleasant mediev citi unmiss cultur attract cambridg,275
2023-11-23 06:15:03,358,6,"{'like': 358, 'love': 9, 'wow': 1, 'care': 1}",369,,,https://on.natgeo.com/3SO0zz3?fbclid=IwAR0LswV0QyhZQNxq1KnYQh0wmKFxE8o40MntzzkDrdwDbRK3M1SrxmPvrKY,"Through the years, our understanding of the history of Thanksgiving has evolved alongside the traditions and foods that grace the holiday table.

NATIONALGEOGRAPHIC.COM
How the traditional Thanksgiving feast has evolved over centuries",28,https://facebook.com/natgeo/posts/897006478463450,History & Culture,year understand histori thanksgiv evolv alongsid tradit food grace holiday tabl tradit thanksgiv feast evolv centuri,403
2023-11-23 04:15:05,182,8,"{'like': 182, 'love': 8, 'haha': 2, 'wow': 3, 'care': 1}",196,,,https://on.natgeo.com/46zTy8o?fbclid=IwAR3W8Im2-c_nrR5EruFAnEZKIpb7pROWcM22KZS1RrhFsuLvwmOCwfT0KOs,"Regardless of his actual height, Napoleon inspired the theory that short men attempt to make up for their height with daring deeds—the “Napoleon complex.""

NATIONALGEOGRAPHIC.COM
Was Napoleon even short? Inside the history of discrimination against short men",7,https://facebook.com/natgeo/posts/896971978466900,History & Culture,regardless actual height napoleon inspir theori short men attempt make height dare napoleon complex napoleon even short insid histori discrimin short men,211
2023-11-23 02:15:00,396,29,"{'like': 396, 'love': 22, 'haha': 1, 'wow': 4, 'care': 39, 'sad': 157}",619,https://scontent.fhan14-1.fna.fbcdn.net/v/t39.30808-6/404788012_896930278471070_2053299977681747703_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=107&ccb=1-7&_nc_sid=5f2048&efg=eyJpIjoidCJ9&_nc_ohc=PpL2noPaKBoAX8zoy_y&_nc_ht=scontent.fhan14-1.fna&oh=00_AfDxPlwiU905JqFLqBn95jk9HV7scWonvGunLxuh_WyVxg&oe=6564DB1F&manual_redirect=1,,,"President John F. Kennedy was assassinated 60 years ago today. In this image from our archives, he greets crowds of well-wishers in Fort Worth, Texas on November 22, 1963.",72,https://facebook.com/natgeo/posts/896930295137735,History & Culture,presid john kennedi assassin year ago today imag archiv greet crowd fort worth texa novemb,720
2023-11-23 00:41:06,459,4,"{'like': 459, 'love': 28, 'wow': 4, 'care': 5}",496,,,https://on.natgeo.com/3RaitKW?fbclid=IwAR1bYjj45bBb-lOSdtlp611o0SplDBZQgckVwDD5Xy21ckBAnUEjEMuEzls,"Jade-filled tombs. Ages-old ball courts. Bloodletting rituals. Here’s how to dive into the influential history of the mountains and jungles of Chiapas.

NATIONALGEOGRAPHIC.COM
How travelers can hunt for Mexico's lost Maya cities",15,https://facebook.com/natgeo/posts/896891971808234,Travel,tomb ball court bloodlet ritual dive influenti histori mountain jungl chiapa travel hunt mexico lost maya citi,515
2023-11-22 21:00:33,593,46,"{'like': 593, 'love': 12, 'haha': 5, 'wow': 6, 'care': 36, 'sad': 332, 'angry': 2}",986,,https://scontent.fhan14-2.fna.fbcdn.net/v/t42.1790-2/405274195_314640558181314_8816362127736519239_n.mp4?_nc_cat=106&ccb=1-7&_nc_sid=55d0d3&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=m4lrTHTeKtUAX_MkT3Y&_nc_rml=0&_nc_ht=scontent.fhan14-2.fna&oh=00_AfCd61G4_rAz-jsEksqj9v6YrwybCAwePsYYAfNyPdoIRA&oe=6563FAAD,,"Sixty years after the assassination of U.S. President John F. Kennedy, the memories of November 22, 1963 remain as vivid as ever for the last living eyewitnesses. #JFKOneDayInAmerica is now streaming on Disney+ and Hulu.",315,https://facebook.com/natgeo/posts/896799838484114,History & Culture,sixti year assassin presid john kennedi memori novemb remain vivid ever last live eyewit jfkonedayinamerica stream hulu,1347
2023-11-22 18:15:04,624,15,"{'like': 624, 'love': 12, 'wow': 18, 'care': 4, 'angry': 1}",659,,,https://on.natgeo.com/47HfRtr?fbclid=IwAR1U6X27m4CsGtjY7b63I1I2Go-f2_QJe0CKXKcWVwLklgdskyIIOl1J0qo,"Crown-of-thorns sea stars are carnivorous predators that feast on corals and are hard to keep in check—but conservationists are fighting back.

NATIONALGEOGRAPHIC.COM
Can scientists contain the crown of thorns starfish?",33,https://facebook.com/natgeo/posts/896729668491131,Environment,sea star carnivor predat feast coral hard keep conservationist fight back scientist contain crown thorn starfish,707
2023-11-22 12:15:04,233,6,"{'like': 233, 'love': 7, 'haha': 2}",242,,,https://on.natgeo.com/3QJO7O6?fbclid=IwAR1CqjLtq93DZDKY1fAgsUNGbCLQ3RKnJw71ggQ8LPmyOdlH93nXlwlnDlk,"Make the most of the great outdoors this autumn with our pick of essentials for off-season camping.

NATIONALGEOGRAPHIC.COM
Essential kit for cold-weather camping",4,https://facebook.com/natgeo/posts/896615011835930,Travel,make great outdoor autumn pick essenti camp essenti kit camp,252
2023-11-22 09:15:04,653,18,"{'like': 653, 'love': 19, 'haha': 5, 'wow': 58, 'care': 3}",738,,,https://on.natgeo.com/3GcQXGG?fbclid=IwAR2S3zy7bEMt1WHzA_WvyifAnLM1Ybrs1J4VXncMpJxqN5ZE4zoSwK4FrGI,"Known as the Cursed Amethyst, this jewel inspired the plot of Anthony Doerr’s “All The Light We Cannot See.” What was it—and do we always imbue gems with such dark meanings?

NATIONALGEOGRAPHIC.COM
This legendary gemstone is real-but was it actually cursed?",32,https://facebook.com/natgeo/posts/896560975174667,History & Culture,known curs amethyst jewel inspir plot anthoni doerr light alway imbu gem dark mean legendari gemston actual curs,788
2023-11-22 06:15:57,3057,94,"{'like': 3057, 'love': 661, 'haha': 16, 'wow': 18, 'care': 45}",3797,,https://scontent.fhan14-3.fna.fbcdn.net/v/t42.9040-2/81232727_1438179113005069_5995318889704062976_n.mp4?_nc_cat=103&ccb=1-7&_nc_sid=55d0d3&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=cLS_GPVI5SIAX9GBYS-&tn=zl8CM8dkYkrsNiwA&_nc_rml=0&_nc_ht=scontent.fhan14-3.fna&oh=00_AfD7Gb5ouCqhjEwyHXIGtYq9mJShmpRCyuv2qX9VLY7G9g&oe=655F76C9,,Visit Antarctica with a group of adorable Adélie penguins. Watch as they glide along the ice and swim through the frigid waters.,399,https://facebook.com/natgeo/posts/896466961850735,Animals,visit antarctica group ador adéli penguin watch glide along ice swim frigid water,4290
2023-11-22 04:15:04,302,9,"{'like': 302, 'love': 7, 'haha': 2, 'wow': 24, 'care': 2, 'sad': 3, 'angry': 1}",341,,,https://on.natgeo.com/3GdH3Vb?fbclid=IwAR1_BDIXriOFX_fHkHIELT3lZgioxKuNjl1hWTxoXwaQ8I86rryn-ijnoIQ,"The San José, a treasure galleon of the Spanish navy, was sunk by British Forces off the Colombian coast in 1708. A legal battle over ownership of its gold, silver, and gemstones is still underway.

NATIONALGEOGRAPHIC.COM
Who gets to claim the 'world's richest shipwreck'?",15,https://facebook.com/natgeo/posts/896475045183260,History & Culture,san josé treasur galleon spanish navi sunk british forc colombian coast legal battl ownership gold silver gemston still underway get claim richest shipwreck,365
2023-11-22 02:19:03,197,90,"{'like': 197, 'love': 15, 'haha': 33, 'wow': 2, 'care': 2, 'angry': 1}",250,,,https://on.natgeo.com/3MTpJbO?fbclid=IwAR1aG373sN70QBfv4iETxs2l_A1PsiMCCfhftWND2KCfw8W1Wfz8MbbfZsQ,"Preventive treatment is now available for RSV, which affects 64 million people annually. Here’s what the experts say about which new vaccine or drug may be right for you or your loved one.

NATIONALGEOGRAPHIC.COM
RSV vaccines and preventive drugs have arrived. Which one is right for you?",12,https://facebook.com/natgeo/posts/896438975186867,Science,prevent treatment avail rsv affect million peopl annual expert say new vaccin drug may right love one rsv vaccin prevent drug arriv one right,352
2023-11-22 00:15:01,1197,18,"{'like': 1197, 'love': 147, 'haha': 1, 'wow': 19, 'care': 3}",1367,https://scontent.fhan14-4.fna.fbcdn.net/v/t39.30808-6/404671332_896385718525526_7445082065366036712_n.jpg?stp=cp0_dst-jpg_e15_fr_q65&_nc_cat=111&ccb=1-7&_nc_sid=5f2048&efg=eyJpIjoidCJ9&_nc_ohc=dJEWXCnhX5oAX-UcHMJ&tn=zl8CM8dkYkrsNiwA&_nc_ht=scontent.fhan14-4.fna&oh=00_AfCFuV2NZ4HBvJ_yYHjNWZrUfVtXgDdBfp-UCEzdqsBffg&oe=65651731&manual_redirect=1,,,"South Window Arch frames hikers and Turret Arch, Arches National Park, Utah.",64,https://facebook.com/natgeo/posts/896385745192190,Travel,south window arch frame hiker turret arch arch nation park utah,1449
2023-11-21 21:15:04,752,92,"{'like': 752, 'love': 10, 'haha': 74, 'wow': 19, 'care': 4, 'sad': 2, 'angry': 2}",863,,,https://on.natgeo.com/3G9qObG?fbclid=IwAR0qwPcG6RkTkYhXO67_PLh4YNbPZANpAD13uvmMwEJCJ_gblrbbrpY8XjY,"When turkeys were reintroduced about 50 years ago, no one dreamed the birds would thrive in the suburbs. Now, they’ve become a nuisance.

NATIONALGEOGRAPHIC.COM
Wild turkeys are at a record high in New England-but not all are thankful.",35,https://facebook.com/natgeo/posts/896271521870279,Animals,turkey reintroduc year ago one dream bird would thrive suburb becom nuisanc wild turkey record high new thank,990
2023-11-21 18:15:02,305,25,"{'like': 305, 'love': 8, 'haha': 3, 'wow': 6}",322,,,https://on.natgeo.com/47ijeHy?fbclid=IwAR1KY9SCS-TjVGasP8xz6dyqg-ZxhFnirOERoY1r92S_iYcuK7ekobpZvpE,"Fat-soluble vitamins, such as vitamin A and E, are stored in the body's fat reserves, which is why they have potential to accumulate to toxic levels. Here’s what to know.

NATIONALGEOGRAPHIC.COM
Vitamins A and E: Why they may do more harm than good",27,https://facebook.com/natgeo/posts/896197975210967,Science,vitamin vitamin e store bodi fat reserv potenti accumul toxic level know vitamin e may harm good,374
2023-11-21 12:15:05,453,10,"{'like': 453, 'love': 16, 'wow': 3, 'care': 2, 'sad': 1}",475,,,https://on.natgeo.com/47dWXL3?fbclid=IwAR1kx2P3BSxDpmIy7HsIHFjxgmF4TAQNundh2fiwn0myTzh-tuN5WCOb3Ao,"Shaped by centuries of migration and culinary fusion, the Malaysian capital offers an adventurous, multilayered food experience.

NATIONALGEOGRAPHIC.COM
Where to eat in Kuala Lumpur, the Malaysian capital famed for its contrasting culinary legacies",25,https://facebook.com/natgeo/posts/896079151889516,Travel,shape centuri migrat culinari fusion malaysian capit offer adventur multilay food experi eat kuala lumpur malaysian capit fame contrast culinari legaci,510
2023-11-21 09:15:05,364,5,"{'like': 364, 'love': 9, 'haha': 1, 'wow': 4, 'care': 2}",380,,,https://on.natgeo.com/47GZWeU?fbclid=IwAR01XJJuY-1EaTyEYLfRy8krqQS8UhCle6qR4GDOCNRfo2xJu8ZG8JDM3Yw,"These towns across the United States may sound animal-themed, but some of them aren’t quite what they might seem at first. Here’s the surprising history behind some of our favorite town names across the U.S.

NATIONALGEOGRAPHIC.COM
Roach, Worms, and Hippo: How these 8 towns got their unusual names",11,https://facebook.com/natgeo/posts/896022235228541,History & Culture,town across unit state may sound quit might seem first surpris histori behind favorit town name across roach worm hippo town got unusu name,396
2023-11-21 06:15:04,420,177,"{'like': 420, 'love': 10, 'haha': 68, 'wow': 57, 'care': 3, 'sad': 22, 'angry': 1}",581,,,https://on.natgeo.com/49N7DlI?fbclid=IwAR1nyDaKE7ZCRRmE3J0iJOqF_oZ_Zs6kJeFegFOWVUKjKeJtAN6CsDGKgyg,"In a blaze of flame and smoke, SpaceX launched the largest rocket ever built and sent the Starship craft into space. Then the vehicle was destroyed.

NATIONALGEOGRAPHIC.COM
Second SpaceX Starship launch ends with explosion. What happens next?",31,https://facebook.com/natgeo/posts/895968188567279,Science,blaze flame smoke spacex launch largest rocket ever built sent starship craft space vehicl destroy second spacex starship launch end explos happen next,789
2023-11-21 04:15:04,1030,20,"{'like': 1030, 'love': 74, 'haha': 2, 'wow': 118, 'care': 6, 'sad': 1}",1231,,,https://on.natgeo.com/3sGlpph?fbclid=IwAR0cP8HzONNP-HDXvumKu4m32D10nEQMIhCHkQD9VgrFeVkUZGpmwRvyzPA,"In a recent study, 122 devil rays were observed circling in a ""courtship vortex""—the first time this behavior has ever been seen during mating.

NATIONALGEOGRAPHIC.COM
122 devil rays joined in a wild mating ritual that lasted for hours. See it here.",50,https://facebook.com/natgeo/posts/895932801904151,Animals,recent studi devil ray observ circl courtship vortex first time behavior ever seen mate devil ray join wild mate ritual last hour see,1301
